Environment Id,Observation Space,Action Space,Reward Range,tStepL,Trials,rThresh
PitfallNoFrameskip-v4,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",400000,100,None
Pong-v0,"Box(210, 160, 3)",Discrete(6),"(-inf, inf)",10000,100,None
Pong-v4,"Box(210, 160, 3)",Discrete(6),"(-inf, inf)",100000,100,None
PongDeterministic-v0,"Box(210, 160, 3)",Discrete(6),"(-inf, inf)",100000,100,None
PongDeterministic-v4,"Box(210, 160, 3)",Discrete(6),"(-inf, inf)",100000,100,None
PongNoFrameskip-v0,"Box(210, 160, 3)",Discrete(6),"(-inf, inf)",400000,100,None
PongNoFrameskip-v4,"Box(210, 160, 3)",Discrete(6),"(-inf, inf)",400000,100,None
PrivateEye-v0,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",10000,100,None
PrivateEye-v4,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",100000,100,None
PrivateEyeDeterministic-v0,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",100000,100,None
PrivateEyeDeterministic-v4,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",100000,100,None
PrivateEyeNoFrameskip-v0,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",400000,100,None
PrivateEyeNoFrameskip-v4,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",400000,100,None
Qbert-v0,"Box(210, 160, 3)",Discrete(6),"(-inf, inf)",10000,100,None
Qbert-v4,"Box(210, 160, 3)",Discrete(6),"(-inf, inf)",100000,100,None
QbertDeterministic-v0,"Box(210, 160, 3)",Discrete(6),"(-inf, inf)",100000,100,None
QbertDeterministic-v4,"Box(210, 160, 3)",Discrete(6),"(-inf, inf)",100000,100,None
QbertNoFrameskip-v0,"Box(210, 160, 3)",Discrete(6),"(-inf, inf)",400000,100,None
QbertNoFrameskip-v4,"Box(210, 160, 3)",Discrete(6),"(-inf, inf)",400000,100,None
Riverraid-v0,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",10000,100,None
Riverraid-v4,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",100000,100,None
RiverraidDeterministic-v0,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",100000,100,None
RiverraidDeterministic-v4,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",100000,100,None
RiverraidNoFrameskip-v0,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",400000,100,None
RiverraidNoFrameskip-v4,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",400000,100,None
RoadRunner-v0,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",10000,100,None
RoadRunner-v4,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",100000,100,None
RoadRunnerDeterministic-v0,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",100000,100,None
RoadRunnerDeterministic-v4,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",100000,100,None
RoadRunnerNoFrameskip-v0,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",400000,100,None
RoadRunnerNoFrameskip-v4,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",400000,100,None
Robotank-v0,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",10000,100,None
Robotank-v4,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",100000,100,None
RobotankDeterministic-v0,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",100000,100,None
RobotankDeterministic-v4,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",100000,100,None
RobotankNoFrameskip-v0,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",400000,100,None
RobotankNoFrameskip-v4,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",400000,100,None
Seaquest-v0,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",10000,100,None
Seaquest-v4,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",100000,100,None
SeaquestDeterministic-v0,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",100000,100,None
SeaquestDeterministic-v4,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",100000,100,None
SeaquestNoFrameskip-v0,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",400000,100,None
SeaquestNoFrameskip-v4,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",400000,100,None
Solaris-v0,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",10000,100,None
Solaris-v4,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",100000,100,None
SolarisDeterministic-v0,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",100000,100,None
SolarisDeterministic-v4,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",100000,100,None
SolarisNoFrameskip-v0,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",400000,100,None
SolarisNoFrameskip-v4,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",400000,100,None
SpaceInvaders-v0,"Box(210, 160, 3)",Discrete(6),"(-inf, inf)",10000,100,None
SpaceInvaders-v4,"Box(210, 160, 3)",Discrete(6),"(-inf, inf)",100000,100,None
SpaceInvadersDeterministic-v0,"Box(210, 160, 3)",Discrete(6),"(-inf, inf)",100000,100,None
SpaceInvadersDeterministic-v4,"Box(210, 160, 3)",Discrete(6),"(-inf, inf)",100000,100,None
SpaceInvadersNoFrameskip-v0,"Box(210, 160, 3)",Discrete(6),"(-inf, inf)",300000,100,None
SpaceInvadersNoFrameskip-v4,"Box(210, 160, 3)",Discrete(6),"(-inf, inf)",300000,100,None
StarGunner-v0,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",10000,100,None
StarGunner-v4,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",100000,100,None
StarGunnerDeterministic-v0,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",100000,100,None
StarGunnerDeterministic-v4,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",100000,100,None
StarGunnerNoFrameskip-v0,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",400000,100,None
StarGunnerNoFrameskip-v4,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",400000,100,None
TimePilot-v0,"Box(210, 160, 3)",Discrete(10),"(-inf, inf)",10000,100,None
TimePilot-v4,"Box(210, 160, 3)",Discrete(10),"(-inf, inf)",100000,100,None
TimePilotDeterministic-v0,"Box(210, 160, 3)",Discrete(10),"(-inf, inf)",100000,100,None
TimePilotDeterministic-v4,"Box(210, 160, 3)",Discrete(10),"(-inf, inf)",100000,100,None
TimePilotNoFrameskip-v0,"Box(210, 160, 3)",Discrete(10),"(-inf, inf)",400000,100,None
TimePilotNoFrameskip-v4,"Box(210, 160, 3)",Discrete(10),"(-inf, inf)",400000,100,None
UpNDown-v0,"Box(210, 160, 3)",Discrete(6),"(-inf, inf)",10000,100,None
UpNDown-v4,"Box(210, 160, 3)",Discrete(6),"(-inf, inf)",100000,100,None
UpNDownDeterministic-v0,"Box(210, 160, 3)",Discrete(6),"(-inf, inf)",100000,100,None
UpNDownDeterministic-v4,"Box(210, 160, 3)",Discrete(6),"(-inf, inf)",100000,100,None
UpNDownNoFrameskip-v0,"Box(210, 160, 3)",Discrete(6),"(-inf, inf)",400000,100,None
UpNDownNoFrameskip-v4,"Box(210, 160, 3)",Discrete(6),"(-inf, inf)",400000,100,None
Venture-v0,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",10000,100,None
Venture-v4,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",100000,100,None
VentureDeterministic-v0,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",100000,100,None
VentureDeterministic-v4,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",100000,100,None
VentureNoFrameskip-v0,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",400000,100,None
VentureNoFrameskip-v4,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",400000,100,None
YarsRevenge-v0,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",10000,100,None
YarsRevenge-v4,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",100000,100,None
YarsRevengeDeterministic-v0,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",100000,100,None
YarsRevengeDeterministic-v4,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",100000,100,None
YarsRevengeNoFrameskip-v0,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",400000,100,None
YarsRevengeNoFrameskip-v4,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",400000,100,None
Zaxxon-v0,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",10000,100,None
Zaxxon-v4,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",100000,100,None
ZaxxonDeterministic-v0,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",100000,100,None
ZaxxonDeterministic-v4,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",100000,100,None
ZaxxonNoFrameskip-v0,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",400000,100,None
ZaxxonNoFrameskip-v4,"Box(210, 160, 3)",Discrete(18),"(-inf, inf)",400000,100,None
JourneyEscape-v0,"Box(230, 160, 3)",Discrete(16),"(-inf, inf)",10000,100,None
JourneyEscape-v4,"Box(230, 160, 3)",Discrete(16),"(-inf, inf)",100000,100,None
JourneyEscapeDeterministic-v0,"Box(230, 160, 3)",Discrete(16),"(-inf, inf)",100000,100,None
JourneyEscapeDeterministic-v4,"Box(230, 160, 3)",Discrete(16),"(-inf, inf)",100000,100,None
JourneyEscapeNoFrameskip-v0,"Box(230, 160, 3)",Discrete(16),"(-inf, inf)",400000,100,None
JourneyEscapeNoFrameskip-v4,"Box(230, 160, 3)",Discrete(16),"(-inf, inf)",400000,100,None
Adventure-v0,"Box(250, 160, 3)",Discrete(18),"(-inf, inf)",10000,100,None
Adventure-v4,"Box(250, 160, 3)",Discrete(18),"(-inf, inf)",100000,100,None
AdventureDeterministic-v0,"Box(250, 160, 3)",Discrete(18),"(-inf, inf)",100000,100,None
AdventureDeterministic-v4,"Box(250, 160, 3)",Discrete(18),"(-inf, inf)",100000,100,None
AdventureNoFrameskip-v0,"Box(250, 160, 3)",Discrete(18),"(-inf, inf)",400000,100,None
AdventureNoFrameskip-v4,"Box(250, 160, 3)",Discrete(18),"(-inf, inf)",400000,100,None
AirRaid-v0,"Box(250, 160, 3)",Discrete(6),"(-inf, inf)",10000,100,None
AirRaid-v4,"Box(250, 160, 3)",Discrete(6),"(-inf, inf)",100000,100,None
AirRaidDeterministic-v0,"Box(250, 160, 3)",Discrete(6),"(-inf, inf)",100000,100,None
AirRaidDeterministic-v4,"Box(250, 160, 3)",Discrete(6),"(-inf, inf)",100000,100,None
AirRaidNoFrameskip-v0,"Box(250, 160, 3)",Discrete(6),"(-inf, inf)",400000,100,None
AirRaidNoFrameskip-v4,"Box(250, 160, 3)",Discrete(6),"(-inf, inf)",400000,100,None
Amidar-v0,"Box(250, 160, 3)",Discrete(10),"(-inf, inf)",10000,100,None
Amidar-v4,"Box(250, 160, 3)",Discrete(10),"(-inf, inf)",100000,100,None
AmidarDeterministic-v0,"Box(250, 160, 3)",Discrete(10),"(-inf, inf)",100000,100,None
AmidarDeterministic-v4,"Box(250, 160, 3)",Discrete(10),"(-inf, inf)",100000,100,None
AmidarNoFrameskip-v0,"Box(250, 160, 3)",Discrete(10),"(-inf, inf)",400000,100,None
AmidarNoFrameskip-v4,"Box(250, 160, 3)",Discrete(10),"(-inf, inf)",400000,100,None
Assault-v0,"Box(250, 160, 3)",Discrete(7),"(-inf, inf)",10000,100,None
Assault-v4,"Box(250, 160, 3)",Discrete(7),"(-inf, inf)",100000,100,None
AssaultDeterministic-v0,"Box(250, 160, 3)",Discrete(7),"(-inf, inf)",100000,100,None
AssaultDeterministic-v4,"Box(250, 160, 3)",Discrete(7),"(-inf, inf)",100000,100,None
AssaultNoFrameskip-v0,"Box(250, 160, 3)",Discrete(7),"(-inf, inf)",400000,100,None
AssaultNoFrameskip-v4,"Box(250, 160, 3)",Discrete(7),"(-inf, inf)",400000,100,None
BankHeist-v0,"Box(250, 160, 3)",Discrete(18),"(-inf, inf)",10000,100,None
BankHeist-v4,"Box(250, 160, 3)",Discrete(18),"(-inf, inf)",100000,100,None
BankHeistDeterministic-v0,"Box(250, 160, 3)",Discrete(18),"(-inf, inf)",100000,100,None
BankHeistDeterministic-v4,"Box(250, 160, 3)",Discrete(18),"(-inf, inf)",100000,100,None
BankHeistNoFrameskip-v0,"Box(250, 160, 3)",Discrete(18),"(-inf, inf)",400000,100,None
BankHeistNoFrameskip-v4,"Box(250, 160, 3)",Discrete(18),"(-inf, inf)",400000,100,None
Carnival-v0,"Box(250, 160, 3)",Discrete(6),"(-inf, inf)",10000,100,None
Carnival-v4,"Box(250, 160, 3)",Discrete(6),"(-inf, inf)",100000,100,None
CarnivalDeterministic-v0,"Box(250, 160, 3)",Discrete(6),"(-inf, inf)",100000,100,None
CarnivalDeterministic-v4,"Box(250, 160, 3)",Discrete(6),"(-inf, inf)",100000,100,None
CarnivalNoFrameskip-v0,"Box(250, 160, 3)",Discrete(6),"(-inf, inf)",400000,100,None
CarnivalNoFrameskip-v4,"Box(250, 160, 3)",Discrete(6),"(-inf, inf)",400000,100,None
Centipede-v0,"Box(250, 160, 3)",Discrete(18),"(-inf, inf)",10000,100,None
Centipede-v4,"Box(250, 160, 3)",Discrete(18),"(-inf, inf)",100000,100,None
CentipedeDeterministic-v0,"Box(250, 160, 3)",Discrete(18),"(-inf, inf)",100000,100,None
CentipedeDeterministic-v4,"Box(250, 160, 3)",Discrete(18),"(-inf, inf)",100000,100,None
CentipedeNoFrameskip-v0,"Box(250, 160, 3)",Discrete(18),"(-inf, inf)",400000,100,None
CentipedeNoFrameskip-v4,"Box(250, 160, 3)",Discrete(18),"(-inf, inf)",400000,100,None
DoubleDunk-v0,"Box(250, 160, 3)",Discrete(18),"(-inf, inf)",10000,100,None
DoubleDunk-v4,"Box(250, 160, 3)",Discrete(18),"(-inf, inf)",100000,100,None
DoubleDunkDeterministic-v0,"Box(250, 160, 3)",Discrete(18),"(-inf, inf)",100000,100,None
DoubleDunkDeterministic-v4,"Box(250, 160, 3)",Discrete(18),"(-inf, inf)",100000,100,None
DoubleDunkNoFrameskip-v0,"Box(250, 160, 3)",Discrete(18),"(-inf, inf)",400000,100,None
DoubleDunkNoFrameskip-v4,"Box(250, 160, 3)",Discrete(18),"(-inf, inf)",400000,100,None
Gopher-v0,"Box(250, 160, 3)",Discrete(8),"(-inf, inf)",10000,100,None
Gopher-v4,"Box(250, 160, 3)",Discrete(8),"(-inf, inf)",100000,100,None
GopherDeterministic-v0,"Box(250, 160, 3)",Discrete(8),"(-inf, inf)",100000,100,None
GopherDeterministic-v4,"Box(250, 160, 3)",Discrete(8),"(-inf, inf)",100000,100,None
GopherNoFrameskip-v0,"Box(250, 160, 3)",Discrete(8),"(-inf, inf)",400000,100,None
GopherNoFrameskip-v4,"Box(250, 160, 3)",Discrete(8),"(-inf, inf)",400000,100,None
Pooyan-v0,"Box(250, 160, 3)",Discrete(6),"(-inf, inf)",10000,100,None
Pooyan-v4,"Box(250, 160, 3)",Discrete(6),"(-inf, inf)",100000,100,None
PooyanDeterministic-v0,"Box(250, 160, 3)",Discrete(6),"(-inf, inf)",100000,100,None
PooyanDeterministic-v4,"Box(250, 160, 3)",Discrete(6),"(-inf, inf)",100000,100,None
PooyanNoFrameskip-v0,"Box(250, 160, 3)",Discrete(6),"(-inf, inf)",400000,100,None
PooyanNoFrameskip-v4,"Box(250, 160, 3)",Discrete(6),"(-inf, inf)",400000,100,None
Skiing-v0,"Box(250, 160, 3)",Discrete(3),"(-inf, inf)",10000,100,None
Skiing-v4,"Box(250, 160, 3)",Discrete(3),"(-inf, inf)",100000,100,None
SkiingDeterministic-v0,"Box(250, 160, 3)",Discrete(3),"(-inf, inf)",100000,100,None
SkiingDeterministic-v4,"Box(250, 160, 3)",Discrete(3),"(-inf, inf)",100000,100,None
SkiingNoFrameskip-v0,"Box(250, 160, 3)",Discrete(3),"(-inf, inf)",400000,100,None
SkiingNoFrameskip-v4,"Box(250, 160, 3)",Discrete(3),"(-inf, inf)",400000,100,None
Tennis-v0,"Box(250, 160, 3)",Discrete(18),"(-inf, inf)",10000,100,None
Tennis-v4,"Box(250, 160, 3)",Discrete(18),"(-inf, inf)",100000,100,None
TennisDeterministic-v0,"Box(250, 160, 3)",Discrete(18),"(-inf, inf)",100000,100,None
TennisDeterministic-v4,"Box(250, 160, 3)",Discrete(18),"(-inf, inf)",100000,100,None
TennisNoFrameskip-v0,"Box(250, 160, 3)",Discrete(18),"(-inf, inf)",400000,100,None
TennisNoFrameskip-v4,"Box(250, 160, 3)",Discrete(18),"(-inf, inf)",400000,100,None
Tutankham-v0,"Box(250, 160, 3)",Discrete(8),"(-inf, inf)",10000,100,None
Tutankham-v4,"Box(250, 160, 3)",Discrete(8),"(-inf, inf)",100000,100,None
TutankhamDeterministic-v0,"Box(250, 160, 3)",Discrete(8),"(-inf, inf)",100000,100,None
TutankhamDeterministic-v4,"Box(250, 160, 3)",Discrete(8),"(-inf, inf)",100000,100,None
TutankhamNoFrameskip-v0,"Box(250, 160, 3)",Discrete(8),"(-inf, inf)",400000,100,None
TutankhamNoFrameskip-v4,"Box(250, 160, 3)",Discrete(8),"(-inf, inf)",400000,100,None
VideoPinball-v0,"Box(250, 160, 3)",Discrete(9),"(-inf, inf)",10000,100,None
VideoPinball-v4,"Box(250, 160, 3)",Discrete(9),"(-inf, inf)",100000,100,None
VideoPinballDeterministic-v0,"Box(250, 160, 3)",Discrete(9),"(-inf, inf)",100000,100,None
VideoPinballDeterministic-v4,"Box(250, 160, 3)",Discrete(9),"(-inf, inf)",100000,100,None
VideoPinballNoFrameskip-v0,"Box(250, 160, 3)",Discrete(9),"(-inf, inf)",400000,100,None
VideoPinballNoFrameskip-v4,"Box(250, 160, 3)",Discrete(9),"(-inf, inf)",400000,100,None
WizardOfWor-v0,"Box(250, 160, 3)",Discrete(10),"(-inf, inf)",10000,100,None
WizardOfWor-v4,"Box(250, 160, 3)",Discrete(10),"(-inf, inf)",100000,100,None
WizardOfWorDeterministic-v0,"Box(250, 160, 3)",Discrete(10),"(-inf, inf)",100000,100,None
WizardOfWorDeterministic-v4,"Box(250, 160, 3)",Discrete(10),"(-inf, inf)",100000,100,None
WizardOfWorNoFrameskip-v0,"Box(250, 160, 3)",Discrete(10),"(-inf, inf)",400000,100,None
WizardOfWorNoFrameskip-v4,"Box(250, 160, 3)",Discrete(10),"(-inf, inf)",400000,100,None
Roulette-v0,Discrete(1),Discrete(38),"(-inf, inf)",100,100,None
Reverse-v0,Discrete(3),"Tuple(Discrete(2), Discrete(2), Discrete(2))","(-inf, inf)",200,100,25.0
ReversedAddition-v0,Discrete(4),"Tuple(Discrete(4), Discrete(2), Discrete(3))","(-inf, inf)",200,100,25.0
ReversedAddition3-v0,Discrete(4),"Tuple(Discrete(4), Discrete(2), Discrete(3))","(-inf, inf)",200,100,25.0
GuessingGame-v0,Discrete(4),"Box(1,)","(-inf, inf)",200,100,None
HotterColder-v0,Discrete(4),"Box(1,)","(-inf, inf)",200,100,None
NChain-v0,Discrete(5),Discrete(2),"(-inf, inf)",1000,100,None
Copy-v0,Discrete(6),"Tuple(Discrete(2), Discrete(2), Discrete(5))","(-inf, inf)",200,100,25.0
RepeatCopy-v0,Discrete(6),"Tuple(Discrete(2), Discrete(2), Discrete(5))","(-inf, inf)",200,100,75.0
DuplicatedInput-v0,Discrete(6),"Tuple(Discrete(2), Discrete(2), Discrete(5))","(-inf, inf)",200,100,9.0
FrozenLake-v0,Discrete(16),Discrete(4),"(0, 1)",100,100,0.78
CliffWalking-v0,Discrete(48),Discrete(4),"(-inf, inf)",None,100,None
FrozenLake8x8-v0,Discrete(64),Discrete(4),"(0, 1)",200,100,0.99
Taxi-v2,Discrete(500),Discrete(6),"(-inf, inf)",200,100,8
KellyCoinflipGeneralized-v0,"Tuple(Box(1,), Discrete(283), Discrete(283), Discrete(283), Box(1,))",Discrete(28800),"(0, 288.0)",None,100,None
KellyCoinflip-v0,"Tuple(Box(1,), Discrete(301))",Discrete(25000),"(0, 250.0)",None,100,246.61
Blackjack-v0,"Tuple(Discrete(32), Discrete(11), Discrete(2))",Discrete(2),"(-inf, inf)",None,100,None
